Name,Transcript,Cleaned Transcript,Transcript_ID
A6 (13).wav, Isu a kukuak amin dagitoy., isu a kukuak amin dagitoy,102
A6 (14).wav,Saan a nakatimek ti ari.,saan a nakatimek ti ari,37
A6 (15).wav,"Agyamanak unay, Napateg nga Ari, kinuna ti kawitan. ",agyamanak unay napateg nga ari kinuna ti kawitan ,68
A6 (16).wav,"Ita, mapanak iti adayo a pagarian ta innak kiddawen ti ima ti anak ti ari tapno ikasarko.",ita mapanak iti adayo a pagarian ta innak kiddawen ti ima ti anak ti ari tapno ikasarko,39
A6 (17).wav,Nagnan ti kawitan iti naunday a pangdaliasatna. ,nagnan ti kawitan iti naunday a pangdaliasatna ,40
A6 (18).wav,Di nagbayag nakangngeg iti panangawag ti maysa nga asolang kenkuana ket nagsardeng.,di nagbayag nakangngeg iti panangawag ti maysa nga asolang kenkuana ket nagsardeng,41
A6 (19).wav,Pampanam  dinamag ti asolang. ,pampanam  dinamag ti asolang ,42
A6 (2).wav,Adu met ti dagdagana a paggapuan ti dakkel a matgedanna iti tinawen. ,adu met ti dagdagana a paggapuan ti dakkel a matgedanna iti tinawen ,30
A6 (20).wav,Isu daytoy ‘tay aglanglanga aso nga ayup.,isu daytoy ‘tay aglanglanga aso nga ayup,43
A6 (21).wav,Mapanak iti adayo a pagilian ta innak kiddawen ti ima ti anak ti ari tapo ikasarko. insungbat ti kawitan.,mapanak iti adayo a pagilian ta innak kiddawen ti ima ti anak ti ari tapo ikasarko insungbat ti kawitan,45
A6 (22).wav,Pangngaasim ta ikuyognak.  ,pangngaasim ta ikuyognak  ,46
A6 (23).wav,"Adayo ken narigat ti dalan ket masansan nga awanto ti kanem ken inumem,",adayo ken narigat ti dalan ket masansan nga awanto ti kanem ken inumem,47
A6 (24).wav,Ngem nagpilit ti asolang a sumurot. ,ngem nagpilit ti asolang a sumurot ,48
A6 (25).wav,"Kalpasan ti sumagmamano nga oras a pannagnada, nabannog unayen ti asolang ket kinunana a saanen a makapagna pay. ",kalpasan ti sumagmamano nga oras a pannagnada nabannog unayen ti asolang ket kinunana a saanen a makapagna pay ,70
A6 (26).wav,Ket kiniddaw ti kawitan nga agtugaw ti asolang iti lapayagna. ,ket kiniddaw ti kawitan nga agtugaw ti asolang iti lapayagna ,50
A6 (27).wav,Inaramid ti asolang dayta ket nagtuloyda a dua - ti kawitan ken ti asolang - a nagdaliasat. ,inaramid ti asolang dayta ket nagtuloyda a dua - ti kawitan ken ti asolang - a nagdaliasat ,51
A6 (28).wav,"Madamdama pay, nakasagang ti kawitan iti lobo a nagsaludsod : ",madamdama pay nakasagang ti kawitan iti lobo a nagsaludsod  ,85
A6 (29).wav,Papanam ,papanam ,72
A6 (3).wav,Adda agpapaay kenkuana a maipagpannakkel ken nagaget a kawitan nga agtrabtrabaho iti aldaw ken rabii iti sanikuana. ,adda agpapaay kenkuana a maipagpannakkel ken nagaget a kawitan nga agtrabtrabaho iti aldaw ken rabii iti sanikuana ,73
A6 (30).wav,Mapanak iti adayo a pagilian ta innak kiddawen ti ima ti anak ti ari tapno ikasarko. ,mapanak iti adayo a pagilian ta innak kiddawen ti ima ti anak ti ari tapno ikasarko ,74
A6 (31).wav,Pangngaasim ta ikuyognak.  ,pangngaasim ta ikuyognak  ,46
A6 (32).wav,Adayo ken narigat ti dalan ket masansan nga awanto ti kanem ken inumem.,adayo ken narigat ti dalan ket masansan nga awanto ti kanem ken inumem,47
A6 (33).wav,Ngem nagpilit ti lobo a sumurot. ,ngem nagpilit ti lobo a sumurot ,66
A6 (34).wav,"Kalpasan ti sumagmamano nga oras a pannagnada, nabannog unayen ti lobo ket kinunana a saanen makapagna pay.",kalpasan ti sumagmamano nga oras a pannagnada nabannog unayen ti lobo ket kinunana a saanen makapagna pay,54
A6 (35).wav,Ket kiniddaw ti kawitan iti lobo nga agtugaw iti lapayagna. ,ket kiniddaw ti kawitan iti lobo nga agtugaw iti lapayagna ,55
A6 (36).wav,Nabang-aran ti lobo ket kasta ti inaramidna ket nagtuloyda a tallo- ti kawitan ken ti asolang ken ti lobo- a nagdaliasat.,nabang-aran ti lobo ket kasta ti inaramidna ket nagtuloyda a tallo- ti kawitan ken ti asolang ken ti lobo- a nagdaliasat,56
A6 (37).wav,"Madamdama pay, nakasagang ti kawitan iti hiena a nagkuna: ",madamdama pay nakasagang ti kawitan iti hiena a nagkuna ,75
A6 (38).wav,Papanam,papanam,76
A6 (39).wav,Mapanak iti adayo a pagilian ta innak kiddawen ti ima ti anak ti ari tapno ikasarko.,mapanak iti adayo a pagilian ta innak kiddawen ti ima ti anak ti ari tapno ikasarko,77
A6 (4).wav,"Isu ti agarado, agmula ken agani ken agkiskis iti trigo.",isu ti agarado agmula ken agani ken agkiskis iti trigo,11
A6 (40).wav,Pangngaasim ta ikuyognak. ,pangngaasim ta ikuyognak ,57
A6 (41).wav,Adayo ken narigat ti dalan ket masansan nga awanto ti kanem ken inumem. ,adayo ken narigat ti dalan ket masansan nga awanto ti kanem ken inumem ,58
A6 (42).wav,Ngem nagpilit latta ti hiena a sumurot. ,ngem nagpilit latta ti hiena a sumurot ,59
A6 (43).wav,"Kalpasan ti sumagmamano nga oras a pannagnada, nabannog unayen ti hiena ket kinunana a saanen a makapagna pay. ",kalpasan ti sumagmamano nga oras a pannagnada nabannog unayen ti hiena ket kinunana a saanen a makapagna pay ,60
A6 (44).wav,Kiniddaw ti kawitan iti hiena nga agtugaw daytoy iti lapayagna.,kiniddaw ti kawitan iti hiena nga agtugaw daytoy iti lapayagna,61
A6 (45).wav,Kasta ti inaramid ti hiena ket isuda nga uppat - ti kawitan ken ti asolang ken ti lobo ken ti hiena- intuloyda ti nagdaliasat.,kasta ti inaramid ti hiena ket isuda nga uppat - ti kawitan ken ti asolang ken ti lobo ken ti hiena- intuloyda ti nagdaliasat,2
A6 (46).wav,"Madamdama pay, nakasagang ti kawitan iti leon a nagpilit a kumuyog. ",madamdama pay nakasagang ti kawitan iti leon a nagpilit a kumuyog ,62
A6 (47).wav,"Nabannog met a nagna ti naandur a leon ket pinagtugaw ti kawitan iti lapayagna, ket nagtuloy dagiti lima- ti kawitan ken ti asolang ken ti lobo ken ti hiena ken ti leon- a nagdaliasat. ",nabannog met a nagna ti naandur a leon ket pinagtugaw ti kawitan iti lapayagna ket nagtuloy dagiti lima- ti kawitan ken ti asolang ken ti lobo ken ti hiena ken ti leon- a nagdaliasat ,3
A6 (48).wav,Kamaudiananna nakadanonen ti kawitan iti adayo a pagilian ket kiniddawna a dumatag iti ari. ,kamaudiananna nakadanonen ti kawitan iti adayo a pagilian ket kiniddawna a dumatag iti ari ,63
A6 (49).wav,Naawat iti korte. ,naawat iti korte ,65
A6 (5).wav,"Adu met ti dagdagana a paggapuan ti dakkel a matgedanna Iti maysa a tawen, idi ad-adu nga amang ti naapit, sinarungkaran ti ari ti talonna ket naragsakan a nakakita kadagiti natatayag a mandala ti trigo a nakasaysayaat ti pannakaatar-atarda.",adu met ti dagdagana a paggapuan ti dakkel a matgedanna iti maysa a tawen idi ad-adu nga amang ti naapit sinarungkaran ti ari ti talonna ket naragsakan a nakakita kadagiti natatayag a mandala ti trigo a nakasaysayaat ti pannakaatar-atarda,22
A6 (50).wav,Kinuna ti ari: Apay nga immayka iti pagariak ,kinuna ti ari apay nga immayka iti pagariak ,93
A6 (51).wav,"Immayak, kinuna ti kawitan, ta kiddawek ti ima ti anak ti Napateg nga Ari tapno ikasarko.",immayak kinuna ti kawitan ta kiddawek ti ima ti anak ti napateg nga ari tapno ikasarko,80
A6 (52).wav,"Nainsulto ti ari kadagita a balikas, inawaganna dagiti guardia: Ibellengyo daytoy a parammag a kawitan iti pagipupokan kadagiti manok iti palasio. ",nainsulto ti ari kadagita a balikas inawaganna dagiti guardia ibellengyo daytoy a parammag a kawitan iti pagipupokan kadagiti manok iti palasio ,5
A6 (53).wav,"Iti dayta met laeng a kanito, nasarakan ti kawitan ti bagina iti pupokan dagiti manok. ",iti dayta met laeng a kanito nasarakan ti kawitan ti bagina iti pupokan dagiti manok ,6
A6 (54).wav,Dinagdagus ti kawitan nga inawagan ti asolang a rummuar iti lapayagna. ,dinagdagus ti kawitan nga inawagan ti asolang a rummuar iti lapayagna ,7
A6 (55).wav,Limmagto ti asolang a rimmuar ket nagpiestaanna dagiti manok.,limmagto ti asolang a rimmuar ket nagpiestaanna dagiti manok,8
A6 (56).wav,Nagpungtot ti ari idi madamagna daytoy ket binilinna dagiti guardia: Ibellengyo dayta a parammag a kawitan iti ubong dagiti karnero!,nagpungtot ti ari idi madamagna daytoy ket binilinna dagiti guardia ibellengyo dayta a parammag a kawitan iti ubong dagiti karnero,9
A6 (57).wav,"Apaman nga addada iti ubong dagiti karnero, inawagan ti kawitan ti lobo a rummuar iti lapayagna.",apaman nga addada iti ubong dagiti karnero inawagan ti kawitan ti lobo a rummuar iti lapayagna,83
A6 (58).wav,Dinagdagus met ti lobo a linamut dagiti amin a karnero. ,dinagdagus met ti lobo a linamut dagiti amin a karnero ,12
A6 (59).wav,Nakarkaro manen ti pungtot ti ari idi madamagna daytoy. ,nakarkaro manen ti pungtot ti ari idi madamagna daytoy ,13
A6 (6).wav,"Immasideg ti kawitan nga umis-isem sa kinunana: Itedmo koma kaniak, Napateg nga Ari, ti bingayko iti trigo a kas suedok iti adu a rigrigatko a nagtrabaho.",immasideg ti kawitan nga umis-isem sa kinunana itedmo koma kaniak napateg nga ari ti bingayko iti trigo a kas suedok iti adu a rigrigatko a nagtrabaho,33
A6 (60).wav,Inyikkisna kadagiti guardiana: Ibellengyo dayta a parammag a kawitan iti ubong dagiti asno ket bay-anyo a payatyatenda! ,inyikkisna kadagiti guardiana ibellengyo dayta a parammag a kawitan iti ubong dagiti asno ket bay-anyo a payatyatenda ,14
A6 (61).wav,Ngem iti daytoy a gundaway inawagan ti kawitan ti mabisinan a hiena a dagdagus met a naglamut kadagiti amin nga asno. ,ngem iti daytoy a gundaway inawagan ti kawitan ti mabisinan a hiena a dagdagus met a naglamut kadagiti amin nga asno ,15
A6 (62).wav,Napalalon ti pungtot ti ari. ,napalalon ti pungtot ti ari ,16
A6 (63).wav,Idatagyo kaniak dayta a parammag a kawitan ta dusaek a mismo kadagitoy imak! ,idatagyo kaniak dayta a parammag a kawitan ta dusaek a mismo kadagitoy imak ,17
A6 (64).wav,Ket naidatag ti kawitan iti ari. ,ket naidatag ti kawitan iti ari ,18
A6 (65).wav,"Apagapaman a nagtakder ti kawitan iti sango ti ari sa idi kuan, inawaganna ti mabisin a leon manipud iti lapayagna. ",apagapaman a nagtakder ti kawitan iti sango ti ari sa idi kuan inawaganna ti mabisin a leon manipud iti lapayagna ,19
A6 (66).wav,"Limmagto a rimmuar ti agung-ungor a leon nga uray la nga agpallayog ti nakaal-aliaw a dutdot iti tengngedna, pinagparrangna dagiti nadawis a kukona ken natadem a ngipenna. ",limmagto a rimmuar ti agung-ungor a leon nga uray la nga agpallayog ti nakaal-aliaw a dutdot iti tengngedna pinagparrangna dagiti nadawis a kukona ken natadem a ngipenna ,20
A6 (67).wav,"Nagtataray dagiti kortesano ken guardia, pinanawanda ti ari iti kaasi ti leon ken ti kawitan. ",nagtataray dagiti kortesano ken guardia pinanawanda ti ari iti kaasi ti leon ken ti kawitan ,21
A6 (68).wav,"Nagpakleb ti ari iti sakaanan dagiti karaykay ti kawitan sa insangitna: Ay, naimbag nga Apo Kawitan, ay, Natan-ok nga Apo Kawitan, pangngaasim, ay, pangngaasim ta awatem ti ima ti anakko tapno ikasarmo. ",nagpakleb ti ari iti sakaanan dagiti karaykay ti kawitan sa insangitna ay naimbag nga apo kawitan ay natan-ok nga apo kawitan pangngaasim ay pangngaasim ta awatem ti ima ti anakko tapno ikasarmo ,23
A6 (69).wav,Pangngaasim ta dinak patpatayen ken dagiti iturayak. ,pangngaasim ta dinak patpatayen ken dagiti iturayak ,25
A6 (7).wav,"Nagkuretret ti mugging ti ari, nagpanunot iti apagapaman sa kinunana: Mangalaka iti kaykayatmo ken kabaelam nga ikabil kadagita lapayagmo. ",nagkuretret ti mugging ti ari nagpanunot iti apagapaman sa kinunana mangalaka iti kaykayatmo ken kabaelam nga ikabil kadagita lapayagmo ,44
A6 (70).wav,Ket napasamak ti nangayed a seremonia ti kallaysa a napno iti ragragsak ken padaya. ,ket napasamak ti nangayed a seremonia ti kallaysa a napno iti ragragsak ken padaya ,24
A6 (71).wav,"Nagsala ken nagkanta ti tunggal maysa, agraman ti asolang, ti lobo, ken ti hiena, ken ti leon. ",nagsala ken nagkanta ti tunggal maysa agraman ti asolang ti lobo ken ti hiena ken ti leon ,26
A6 (72).wav,"Kas sab-ong ti ari, intedna iti anakna ti kagudua ti pagarianna. ",kas sab-ong ti ari intedna iti anakna ti kagudua ti pagarianna ,27
A6 (73).wav,Ket nagbiag a naragsak ti kawitan ken ti nobiana ingga't inggana.,ket nagbiag a naragsak ti kawitan ken ti nobiana inggat inggana,28
A6 (74).wav,Ti Ari Ken Ti Kawitan,ti ari ken ti kawitan,29
A6 (8).wav,Dayta ti umno a bingaymo.,dayta ti umno a bingaymo,53
A6 (9).wav,"Rinugian ti kawitan a kargaan dagiti lapayagna ket kalpasan ti sumagmamano a kanito, awanen ti nabati a binukel ti trigo iti daga.",rinugian ti kawitan a kargaan dagiti lapayagna ket kalpasan ti sumagmamano a kanito awanen ti nabati a binukel ti trigo iti daga,64
A7 (1).wav,"Idi un-unana nga aldaw, adda maysa nga ari nga agturay iti dakkel a pagarian. ",idi un-unana nga aldaw adda maysa nga ari nga agturay iti dakkel a pagarian ,0
A7 (10).wav,Napalalo ti suron ti ari iti pannakaimatangna a panagpukaw dagiti binunton a trigo.,napalalo ti suron ti ari iti pannakaimatangna a panagpukaw dagiti binunton a trigo,32
A7 (100).wav,Inaramid ti asolang dayta ket nagtuloyda a dua - ti kawitan ken ti asolang - a nagdaliasat. ,inaramid ti asolang dayta ket nagtuloyda a dua - ti kawitan ken ti asolang - a nagdaliasat ,51
A7 (101).wav,"Madamdama pay, nakasagang ti kawitan iti lobo a nagsaludsod : ",madamdama pay nakasagang ti kawitan iti lobo a nagsaludsod  ,85
A7 (102).wav,Papanam ,papanam ,72
A7 (103).wav,Mapanak iti adayo a pagilian ta innak kiddawen ti ima ti anak ti ari tapno ikasarko. ,mapanak iti adayo a pagilian ta innak kiddawen ti ima ti anak ti ari tapno ikasarko ,74
A7 (104).wav,Pangngaasim ta ikuyognak.  ,pangngaasim ta ikuyognak  ,46
A7 (105).wav,Adayo ken narigat ti dalan ket masansan nga awanto ti kanem ken inumem.,adayo ken narigat ti dalan ket masansan nga awanto ti kanem ken inumem,47
A7 (106).wav,Ngem nagpilit ti lobo a sumurot. ,ngem nagpilit ti lobo a sumurot ,66
A7 (107).wav,"Kalpasan ti sumagmamano nga oras a pannagnada, nabannog unayen ti lobo ket kinunana a saanen makapagna pay. ",kalpasan ti sumagmamano nga oras a pannagnada nabannog unayen ti lobo ket kinunana a saanen makapagna pay ,86
A7 (108).wav,Ket kiniddaw ti kawitan iti lobo nga agtugaw iti lapayagna. ,ket kiniddaw ti kawitan iti lobo nga agtugaw iti lapayagna ,55
A7 (109).wav,Nabang-aran ti lobo ket kasta ti inaramidna ket nagtuloyda a tallo- ti kawitan ken ti asolang ken ti lobo- a nagdaliasat.,nabang-aran ti lobo ket kasta ti inaramidna ket nagtuloyda a tallo- ti kawitan ken ti asolang ken ti lobo- a nagdaliasat,56
A7 (11).wav,"Ita, batangna metten ti agkiddaw iti bingayna.",ita batangna metten ti agkiddaw iti bingayna,34
A7 (110).wav,"Madamdama pay, nakasagang ti kawitan iti hiena a nagkuna:",madamdama pay nakasagang ti kawitan iti hiena a nagkuna,87
A7 (111).wav,Papanam,papanam,76
A7 (112).wav,Mapanak iti adayo a pagilian ta innak kiddawen ti ima ti anak ti ari tapno ikasarko.,mapanak iti adayo a pagilian ta innak kiddawen ti ima ti anak ti ari tapno ikasarko,77
A7 (113).wav,Pangngaasim ta ikuyognak. ,pangngaasim ta ikuyognak ,57
A7 (114).wav,Adayo ken narigat ti dalan ket masansan nga awanto ti kanem ken inumem. ,adayo ken narigat ti dalan ket masansan nga awanto ti kanem ken inumem ,58
A7 (115).wav,Ngem nagpilit latta ti hiena a sumurot. ,ngem nagpilit latta ti hiena a sumurot ,59
A7 (116).wav,"Kalpasan ti sumagmamano nga oras a pannagnada, nabannog unayen ti hiena ket kinunana a saanen a makapagna pay. ",kalpasan ti sumagmamano nga oras a pannagnada nabannog unayen ti hiena ket kinunana a saanen a makapagna pay ,60
A7 (117).wav,Kiniddaw ti kawitan iti hiena nga agtugaw daytoy iti lapayagna. ,kiniddaw ti kawitan iti hiena nga agtugaw daytoy iti lapayagna ,78
A7 (118).wav,Kasta ti inaramid ti hiena ket isuda nga uppat - ti kawitan ken ti asolang ken ti lobo ken ti hiena- intuloyda ti nagdaliasat.,kasta ti inaramid ti hiena ket isuda nga uppat - ti kawitan ken ti asolang ken ti lobo ken ti hiena- intuloyda ti nagdaliasat,2
A7 (119).wav,"Madamdama pay, nakasagang ti kawitan iti leon a nagpilit a kumuyog. ",madamdama pay nakasagang ti kawitan iti leon a nagpilit a kumuyog ,62
A7 (12).wav,"Ngem diyo kad’ malagip, Napateg nga Ari, a mabalinko nga alaen iti amin a maikargak kadagiti lapayagko kinuna ti kawitan. ",ngem diyo kad’ malagip napateg nga ari a mabalinko nga alaen iti amin a maikargak kadagiti lapayagko kinuna ti kawitan ,67
A7 (120).wav,"Nabannog met a nagna ti naandur a leon ket pinagtugaw ti kawitan iti lapayagna, ket nagtuloy dagiti lima- ti kawitan ken ti asolang ken ti lobo ken ti hiena ken ti leon- a nagdaliasat. ",nabannog met a nagna ti naandur a leon ket pinagtugaw ti kawitan iti lapayagna ket nagtuloy dagiti lima- ti kawitan ken ti asolang ken ti lobo ken ti hiena ken ti leon- a nagdaliasat ,3
A7 (121).wav,Kamaudiananna nakadanonen ti kawitan iti adayo a pagilian ket kiniddawna a dumatag iti ari. ,kamaudiananna nakadanonen ti kawitan iti adayo a pagilian ket kiniddawna a dumatag iti ari ,63
A7 (122).wav,Naawat iti korte. ,naawat iti korte ,65
A7 (123).wav,Kinuna ti ari: Apay nga immayka iti pagariak,kinuna ti ari apay nga immayka iti pagariak,79
A7 (124).wav,"Immayak, kinuna ti kawitan, ta kiddawek ti ima ti anak ti Napateg nga Ari tapno ikasarko.",immayak kinuna ti kawitan ta kiddawek ti ima ti anak ti napateg nga ari tapno ikasarko,80
A7 (125).wav,"Nainsulto ti ari kadagita a balikas, inawaganna dagiti guardia: Ibellengyo daytoy a parammag a kawitan iti pagipupokan kadagiti manok iti palasio. ",nainsulto ti ari kadagita a balikas inawaganna dagiti guardia ibellengyo daytoy a parammag a kawitan iti pagipupokan kadagiti manok iti palasio ,5
A7 (126).wav,"Iti dayta met laeng a kanito, nasarakan ti kawitan ti bagina iti pupokan dagiti manok. ",iti dayta met laeng a kanito nasarakan ti kawitan ti bagina iti pupokan dagiti manok ,6
A7 (127).wav,Dinagdagus ti kawitan nga inawagan ti asolang a rummuar iti lapayagna. ,dinagdagus ti kawitan nga inawagan ti asolang a rummuar iti lapayagna ,7
A7 (128).wav,Limmagto ti asolang a rimmuar ket nagpiestaanna dagiti manok.,limmagto ti asolang a rimmuar ket nagpiestaanna dagiti manok,8
A7 (129).wav,Nagpungtot ti ari idi madamagna daytoy ket binilinna dagiti guardia: Ibellengyo dayta a parammag a kawitan iti ubong dagiti karnero!,nagpungtot ti ari idi madamagna daytoy ket binilinna dagiti guardia ibellengyo dayta a parammag a kawitan iti ubong dagiti karnero,9
A7 (13).wav,Isu a kukuak amin dagitoy.,isu a kukuak amin dagitoy,36
A7 (130).wav,"Apaman nga addada iti ubong dagiti karnero, inawagan ti kawitan ti lobo a rummuar iti lapayagna. ",apaman nga addada iti ubong dagiti karnero inawagan ti kawitan ti lobo a rummuar iti lapayagna ,10
A7 (131).wav,Dinagdagus met ti lobo a linamut dagiti amin a karnero. ,dinagdagus met ti lobo a linamut dagiti amin a karnero ,12
A7 (132).wav,Nakarkaro manen ti pungtot ti ari idi madamagna daytoy. ,nakarkaro manen ti pungtot ti ari idi madamagna daytoy ,13
A7 (133).wav,Inyikkisna kadagiti guardiana: Ibellengyo dayta a parammag a kawitan iti ubong dagiti asno ket bay-anyo a payatyatenda! ,inyikkisna kadagiti guardiana ibellengyo dayta a parammag a kawitan iti ubong dagiti asno ket bay-anyo a payatyatenda ,14
A7 (134).wav,Ngem iti daytoy a gundaway inawagan ti kawitan ti mabisinan a hiena a dagdagus met a naglamut kadagiti amin nga asno. ,ngem iti daytoy a gundaway inawagan ti kawitan ti mabisinan a hiena a dagdagus met a naglamut kadagiti amin nga asno ,15
A7 (135).wav,Napalalon ti pungtot ti ari. ,napalalon ti pungtot ti ari ,16
A7 (136).wav,Idatagyo kaniak dayta a parammag a kawitan ta dusaek a mismo kadagitoy imak! ,idatagyo kaniak dayta a parammag a kawitan ta dusaek a mismo kadagitoy imak ,17
A7 (137).wav,Ket naidatag ti kawitan iti ari. ,ket naidatag ti kawitan iti ari ,18
A7 (138).wav,"Apagapaman a nagtakder ti kawitan iti sango ti ari sa idi kuan, inawaganna ti mabisin a leon manipud iti lapayagna. ",apagapaman a nagtakder ti kawitan iti sango ti ari sa idi kuan inawaganna ti mabisin a leon manipud iti lapayagna ,19
A7 (139).wav,"Limmagto a rimmuar ti agung-ungor a leon nga uray la nga agpallayog ti nakaal-aliaw a dutdot iti tengngedna, pinagparrangna dagiti nadawis a kukona ken natadem a ngipenna. ",limmagto a rimmuar ti agung-ungor a leon nga uray la nga agpallayog ti nakaal-aliaw a dutdot iti tengngedna pinagparrangna dagiti nadawis a kukona ken natadem a ngipenna ,20
A7 (14).wav,Saan a nakatimek ti ari.,saan a nakatimek ti ari,37
A7 (140).wav,"nagtataray dagiti kortesano ken guardia, pinanawanda ti ari iti kaasi ti leon ken ti kawitan.",nagtataray dagiti kortesano ken guardia pinanawanda ti ari iti kaasi ti leon ken ti kawitan,88
A7 (141).wav,"Nagpakleb ti ari iti sakaanan dagiti karaykay ti kawitan sa insangitna: Ay, naimbag nga Apo Kawitan, ay, Natan-ok nga Apo Kawitan, pangngaasim, ay, pangngaasim ta awatem ti ima ti anakko tapno ikasarmo. ",nagpakleb ti ari iti sakaanan dagiti karaykay ti kawitan sa insangitna ay naimbag nga apo kawitan ay natan-ok nga apo kawitan pangngaasim ay pangngaasim ta awatem ti ima ti anakko tapno ikasarmo ,23
A7 (142).wav,Pangngaasim ta dinak patpatayen ken dagiti iturayak. ,pangngaasim ta dinak patpatayen ken dagiti iturayak ,25
A7 (143).wav,Ket napasamak ti nangayed a seremonia ti kallaysa a napno iti ragragsak ken padaya. ,ket napasamak ti nangayed a seremonia ti kallaysa a napno iti ragragsak ken padaya ,24
A7 (144).wav,"Nagsala ken nagkanta ti tunggal maysa, agraman ti asolang, ti lobo, ken ti hiena, ken ti leon. ",nagsala ken nagkanta ti tunggal maysa agraman ti asolang ti lobo ken ti hiena ken ti leon ,26
A7 (145).wav,"Kas sab-ong ti ari, intedna iti anakna ti kagudua ti pagarianna. ",kas sab-ong ti ari intedna iti anakna ti kagudua ti pagarianna ,27
A7 (146).wav,Ket nagbiag a naragsak ti kawitan ken ti nobiana ingga't inggana.,ket nagbiag a naragsak ti kawitan ken ti nobiana inggat inggana,28
A7 (147).wav,Ti Ari Ken Ti Kawitan,ti ari ken ti kawitan,29
A7 (148).wav,Ti Ari Ken Ti Kawitan,ti ari ken ti kawitan,29
A7 (15).wav,"Agyamanak unay, Napateg nga Ari, kinuna ti kawitan.",agyamanak unay napateg nga ari kinuna ti kawitan,38
A7 (16).wav,"Ita, mapanak iti adayo a pagarian ta innak kiddawen ti ima ti anak ti ari tapno ikasarko.",ita mapanak iti adayo a pagarian ta innak kiddawen ti ima ti anak ti ari tapno ikasarko,39
A7 (17).wav,Nagnan ti kawitan iti naunday a pangdaliasatna.,nagnan ti kawitan iti naunday a pangdaliasatna,89
A7 (18).wav,Di nagbayag nakangngeg iti panangawag ti maysa nga asolang kenkuana ket nagsardeng.,di nagbayag nakangngeg iti panangawag ti maysa nga asolang kenkuana ket nagsardeng,41
A7 (19).wav,Pampanam  dinamag ti asolang. ,pampanam  dinamag ti asolang ,42
A7 (2).wav,Adu met ti dagdagana a paggapuan ti dakkel a matgedanna iti tinawen.,adu met ti dagdagana a paggapuan ti dakkel a matgedanna iti tinawen,69
A7 (20).wav,Isu daytoy ‘tay aglanglanga aso nga ayup.,isu daytoy ‘tay aglanglanga aso nga ayup,43
A7 (21).wav,Mapanak iti adayo a pagilian ta innak kiddawen ti ima ti anak ti ari tapo ikasarko. insungbat ti kawitan.,mapanak iti adayo a pagilian ta innak kiddawen ti ima ti anak ti ari tapo ikasarko insungbat ti kawitan,45
A7 (22).wav,Pangngaasim ta ikuyognak.  ,pangngaasim ta ikuyognak  ,46
A7 (23).wav,"Adayo ken narigat ti dalan ket masansan nga awanto ti kanem ken inumem,",adayo ken narigat ti dalan ket masansan nga awanto ti kanem ken inumem,47
A7 (24).wav,Ngem nagpilit ti asolang a sumurot.,ngem nagpilit ti asolang a sumurot,90
A7 (25).wav,"Kalpasan ti sumagmamano nga oras a pannagnada, nabannog unayen ti asolang ket kinunana a saanen a makapagna pay. ",kalpasan ti sumagmamano nga oras a pannagnada nabannog unayen ti asolang ket kinunana a saanen a makapagna pay ,70
A7 (26).wav,Ket kiniddaw ti kawitan nga agtugaw ti asolang iti lapayagna. ,ket kiniddaw ti kawitan nga agtugaw ti asolang iti lapayagna ,50
A7 (27).wav,Inaramid ti asolang dayta ket nagtuloyda a dua - ti kawitan ken ti asolang - a nagdaliasat. ,inaramid ti asolang dayta ket nagtuloyda a dua - ti kawitan ken ti asolang - a nagdaliasat ,51
A7 (28).wav,"Madamdama pay, nakasagang ti kawitan iti lobo a nagsaludsod : ",madamdama pay nakasagang ti kawitan iti lobo a nagsaludsod  ,85
A7 (29).wav,Papanam ,papanam ,72
A7 (3).wav,Adda agpapaay kenkuana a maipagpannakkel ken nagaget a kawitan nga agtrabtrabaho iti aldaw ken rabii iti sanikuana.,adda agpapaay kenkuana a maipagpannakkel ken nagaget a kawitan nga agtrabtrabaho iti aldaw ken rabii iti sanikuana,31
A7 (30).wav,Mapanak iti adayo a pagilian ta innak kiddawen ti ima ti anak ti ari tapo ikasarko. ,mapanak iti adayo a pagilian ta innak kiddawen ti ima ti anak ti ari tapo ikasarko ,91
A7 (31).wav,Pangngaasim ta ikuyognak.  ,pangngaasim ta ikuyognak  ,46
A7 (32).wav,"Adayo ken narigat ti dalan ket masansan nga awanto ti kanem ken inumem,",adayo ken narigat ti dalan ket masansan nga awanto ti kanem ken inumem,47
A7 (33).wav,Ngem nagpilit ti lobo a sumurot. ,ngem nagpilit ti lobo a sumurot ,66
A7 (34).wav,"Kalpasan ti sumagmamano nga oras a pannagnada, nabannog unayen ti lobo ket kinunana a saanen makapagna pay.",kalpasan ti sumagmamano nga oras a pannagnada nabannog unayen ti lobo ket kinunana a saanen makapagna pay,54
A7 (35).wav,Ket kiniddaw ti kawitan iti lobo nga agtugaw iti lapayagna. ,ket kiniddaw ti kawitan iti lobo nga agtugaw iti lapayagna ,55
A7 (36).wav,Nabang-aran ti lobo ket kasta ti inaramidna ket nagtuloyda a tallo- ti kawitan ken ti asolang ken ti lobo- a nagdaliasat.,nabang-aran ti lobo ket kasta ti inaramidna ket nagtuloyda a tallo- ti kawitan ken ti asolang ken ti lobo- a nagdaliasat,56
A7 (37).wav,"Madamdama pay, nakasagang ti kawitan iti hiena a nagkuna: ",madamdama pay nakasagang ti kawitan iti hiena a nagkuna ,75
A7 (38).wav,Papanam,papanam,76
